BarID,Bar Name,Drink Name, Price , Happy Hour Price 
130,Patrick's Pub & Grill,Red Lager,8.00,4.00
131,Ovations,Madras,9.00,4.50
131,Ovations,Celis White,9.00,4.50
131,Ovations,Liquid Cocaine,10.00,5.00
131,Ovations,Vodka Shot,6.00,3.00
131,Ovations,Harvey Wallbanger,9.00,4.50
131,Ovations,Maharaja,8.00,4.00
131,Ovations,Madras,8.00,4.00
131,Ovations,Demented Scarlet Knight,8.00,4.00
131,Ovations,Sixpoint Sweet Aciton,8.00,4.00
131,Ovations,Southern Tier India Pale Ale,9.00,4.50
131,Ovations,Bud Light ,7.00,3.50
131,Ovations,St. George Lager,6.00,3.00
131,Ovations,Beerlao,5.00,2.50
131,Ovations,Golden Gate Orginal Brown Ale,6.00,3.00
131,Ovations,Molson Ice,5.00,2.50
131,Ovations,Dreamsickle,5.00,2.50
131,Ovations,Black 'N Tan,7.00,3.50
131,Ovations,Tiger Beer,5.00,2.50
131,Ovations,Stella Artois,6.00,3.00
131,Ovations,Mind Eraser,8.00,4.00
132,8 Second Saloon,Maharaja,9.00,4.50
132,8 Second Saloon,Brooklyn Brown Ale,8.00,4.00
132,8 Second Saloon,Tequila Sunrise,5.00,2.50
132,8 Second Saloon,Beck's,9.00,4.50
132,8 Second Saloon,Cuba Libre,6.00,3.00
132,8 Second Saloon,Black Russian,9.00,4.50
132,8 Second Saloon,Shipyard Pumpkinhead Ale,8.00,4.00
132,8 Second Saloon,Exotic Drinks,10.00,5.00
132,8 Second Saloon,Angkor Beer,7.00,3.50
132,8 Second Saloon,Two Liquor Drinks,9.00,4.50
132,8 Second Saloon,Cuba Libre,8.00,4.00
132,8 Second Saloon,Dirty White Mother,10.00,5.00
132,8 Second Saloon,Stinger,5.00,2.50
132,8 Second Saloon,Sierra Nevada Nooner Pilsner,10.00,5.00
132,8 Second Saloon,Bacardi Cocktail,10.00,5.00
132,8 Second Saloon,Bay Breeze,5.00,2.50
132,8 Second Saloon,Brave Bull,9.00,4.50
132,8 Second Saloon,Gimlet,5.00,2.50
132,8 Second Saloon,Coors light,5.00,2.50
132,8 Second Saloon,Greyhound,5.00,2.50
132,8 Second Saloon,Long Island Iced Tea,7.00,3.50
132,8 Second Saloon,Red Lager,7.00,3.50
132,8 Second Saloon,Lynchburg Lemonade,5.00,2.50
133,Diamond Billiards & Pub,Whiskey Sour,7.00,3.50
133,Diamond Billiards & Pub,Mind Eraser,8.00,4.00
133,Diamond Billiards & Pub,Weissiber,5.00,2.50
133,Diamond Billiards & Pub,Pilsner Urquell,5.00,2.50
133,Diamond Billiards & Pub,Hofbrau,10.00,5.00
133,Diamond Billiards & Pub,Sam Adams Light,7.00,3.50
133,Diamond Billiards & Pub,Harpoon Cider,9.00,4.50
133,Diamond Billiards & Pub,St. George Lager,9.00,4.50
133,Diamond Billiards & Pub,Amstel Light,8.00,4.00
133,Diamond Billiards & Pub,Vodka Shot,5.00,2.50
133,Diamond Billiards & Pub,Celis White,6.00,3.00
133,Diamond Billiards & Pub,Kingfisher,8.00,4.00
133,Diamond Billiards & Pub,Pina Colada,7.00,3.50
133,Diamond Billiards & Pub,Godmother,5.00,2.50
133,Diamond Billiards & Pub,Slow Screw,10.00,5.00
133,Diamond Billiards & Pub,Martini,10.00,5.00
133,Diamond Billiards & Pub,Carlsberg,9.00,4.50
133,Diamond Billiards & Pub,Chi Chi,5.00,2.50
133,Diamond Billiards & Pub,Black 'N Tan,9.00,4.50
133,Diamond Billiards & Pub,Stella Artois,5.00,2.50
133,Diamond Billiards & Pub,Mudslide,5.00,2.50
133,Diamond Billiards & Pub,Harp,5.00,2.50
134,Edmond Mukamal D.d.s,Fireball Whisky Lemonade,9.00,5.40
134,Edmond Mukamal D.d.s,Black Jamaican,6.00,3.60
134,Edmond Mukamal D.d.s,Tequila Sunrise,10.00,6.00
134,Edmond Mukamal D.d.s,Kamakazi Shot,9.00,5.40
134,Edmond Mukamal D.d.s,Anderson Valley Blood Orange,5.00,3.00
134,Edmond Mukamal D.d.s,Harpoon Cider,7.00,4.20
134,Edmond Mukamal D.d.s,Electric Lemonade,5.00,3.00
134,Edmond Mukamal D.d.s,Scotch and Soda,9.00,5.40
134,Edmond Mukamal D.d.s,Irish Car Bomb,5.00,3.00
134,Edmond Mukamal D.d.s,Brahma Beer,8.00,4.80
134,Edmond Mukamal D.d.s,Highball,5.00,3.00
134,Edmond Mukamal D.d.s,Sixpoint Sweet Aciton,6.00,3.60
134,Edmond Mukamal D.d.s,White Russian,9.00,5.40
134,Edmond Mukamal D.d.s,Victoria Bitter,10.00,6.00
134,Edmond Mukamal D.d.s,Lynchburg Lemonade,8.00,4.80
134,Edmond Mukamal D.d.s,Goodse Island IPA,8.00,4.80
134,Edmond Mukamal D.d.s,Guiness Draught,9.00,5.40
134,Edmond Mukamal D.d.s,Gibson,5.00,3.00
134,Edmond Mukamal D.d.s,Punkin Ale,8.00,4.80
134,Edmond Mukamal D.d.s,Greyhound,7.00,4.20
135,Kevins Bar & Grille,Harpoon Cider,8.00,7.20
135,Kevins Bar & Grille,Murree Beer,10.00,9.00
135,Kevins Bar & Grille,Cuba Libre,6.00,5.40
135,Kevins Bar & Grille,Allagash White,9.00,8.10
135,Kevins Bar & Grille,Honey Brown,10.00,9.00
135,Kevins Bar & Grille,Beck's Brewery,8.00,7.20
135,Kevins Bar & Grille,Murree Beer,7.00,6.30
135,Kevins Bar & Grille,Bards Tale,10.00,9.00
135,Kevins Bar & Grille,Vodka Shot,10.00,9.00
135,Kevins Bar & Grille,White Russian,7.00,6.30
135,Kevins Bar & Grille,Northwoords Lager,7.00,6.30
135,Kevins Bar & Grille,Madras,8.00,7.20
135,Kevins Bar & Grille,Fat Tire Ale,5.00,4.50
135,Kevins Bar & Grille,Irish Car Bomb,6.00,5.40
135,Kevins Bar & Grille,Godchild,8.00,7.20
135,Kevins Bar & Grille,Creamy Dark,6.00,5.40
135,Kevins Bar & Grille,Dreamsickle,5.00,4.50
136,Lamp Liter Club Inc,Whiskey Sour,7.00,5.60
136,Lamp Liter Club Inc,Moose Drool,7.00,5.60
136,Lamp Liter Club Inc,B-52,8.00,6.40
136,Lamp Liter Club Inc,Cement Mixer,10.00,8.00
136,Lamp Liter Club Inc,Vodka Shot,7.00,5.60
136,Lamp Liter Club Inc,Zima,7.00,5.60
136,Lamp Liter Club Inc,Brave Bull,8.00,6.40
136,Lamp Liter Club Inc,Cuba Libre,8.00,6.40
136,Lamp Liter Club Inc,Coors light,7.00,5.60
136,Lamp Liter Club Inc,Chimay Premiere,5.00,4.00
136,Lamp Liter Club Inc,Cape Cod,5.00,4.00
136,Lamp Liter Club Inc,Sierra Nevada Nooner Pilsner,6.00,4.80
136,Lamp Liter Club Inc,Anheuser-Busch ,7.00,5.60
136,Lamp Liter Club Inc,Electric Lemonade,9.00,7.20
136,Lamp Liter Club Inc,Exotic Drinks,10.00,8.00
136,Lamp Liter Club Inc,Cape Cod,5.00,4.00
136,Lamp Liter Club Inc,Stella Artois,8.00,6.40
136,Lamp Liter Club Inc,Bud Light Lime,8.00,6.40
136,Lamp Liter Club Inc,Applebee's Bahama Mama,8.00,6.40
137,H-BAR ENTERPRISES,Stinger,8.00,7.20
137,H-BAR ENTERPRISES,Green Zombie,9.00,8.10
137,H-BAR ENTERPRISES,Tiger Beer,8.00,7.20
137,H-BAR ENTERPRISES,Stella Artois,9.00,8.10
137,H-BAR ENTERPRISES,Red Lager,8.00,7.20
137,H-BAR ENTERPRISES,Toasted Almond,5.00,4.50
137,H-BAR ENTERPRISES,Bourbolicious Slush,6.00,5.40
137,H-BAR ENTERPRISES,Exotic Drinks,6.00,5.40
137,H-BAR ENTERPRISES,Slow Screw,5.00,4.50
137,H-BAR ENTERPRISES,Whitetail Wheat,5.00,4.50
137,H-BAR ENTERPRISES,Zima,9.00,8.10
137,H-BAR ENTERPRISES,Alaskan Amber,9.00,8.10
137,H-BAR ENTERPRISES,Madras,9.00,8.10
137,H-BAR ENTERPRISES,Blue Hawaiian ,8.00,7.20
137,H-BAR ENTERPRISES,Anderson Valley Blood Orange,9.00,8.10
137,H-BAR ENTERPRISES,Cement Mixer,7.00,6.30
137,H-BAR ENTERPRISES,Raspberry Cosmo,7.00,6.30
137,H-BAR ENTERPRISES,Whitetail Wheat,5.00,4.50
137,H-BAR ENTERPRISES,Peroni,10.00,9.00
137,H-BAR ENTERPRISES,Oatmeal Cookie,5.00,4.50
137,H-BAR ENTERPRISES,Dirty White Mother,7.00,6.30
137,H-BAR ENTERPRISES,Beerlao,9.00,8.10
137,H-BAR ENTERPRISES,Poppers/Slammers,7.00,6.30
137,H-BAR ENTERPRISES,Miller Lite,7.00,6.30
137,H-BAR ENTERPRISES,Juice Type,6.00,5.40
138,Best Beer Holdings;,Jager Shot,5.00,4.50
138,Best Beer Holdings;,Northwoords Lager,5.00,4.50
138,Best Beer Holdings;,Blue Moon,8.00,7.20
138,Best Beer Holdings;,Corona,5.00,4.50
138,Best Beer Holdings;,Celis White,6.00,5.40
138,Best Beer Holdings;,Toasted Almond,5.00,4.50
138,Best Beer Holdings;,Shipyard Pumpkinhead Ale,9.00,8.10
138,Best Beer Holdings;,Labatt Blue,9.00,8.10
138,Best Beer Holdings;,Highball,9.00,8.10
138,Best Beer Holdings;,Harvey Wallbanger,10.00,9.00
138,Best Beer Holdings;,Short Sours,9.00,8.10
138,Best Beer Holdings;,Guiness Draught,10.00,9.00
138,Best Beer Holdings;,Goldstar,8.00,7.20
138,Best Beer Holdings;,Juice Type,8.00,7.20
138,Best Beer Holdings;,Southern Comfort Manhattan,8.00,7.20
138,Best Beer Holdings;,Manger's Irish Cider,7.00,6.30
138,Best Beer Holdings;,Northwoords Lager,9.00,8.10
138,Best Beer Holdings;,Daiquiri,10.00,9.00
138,Best Beer Holdings;,Sierra Nevada Nooner Pilsner,5.00,4.50
138,Best Beer Holdings;,Old Fashioned,5.00,4.50
138,Best Beer Holdings;,Godmother,9.00,8.10
138,Best Beer Holdings;,Anheuser-Busch ,6.00,5.40
139,Harbour,Angkor Beer,9.00,4.50
139,Harbour,Oskar Blues Dale's Pale Ale,6.00,3.00
139,Harbour,Golden Gate Orginal Brown Ale,5.00,2.50
139,Harbour,Lemonade,10.00,5.00
139,Harbour,Sex On The Beach,9.00,4.50
139,Harbour,Manger's Irish Cider,8.00,4.00
139,Harbour,Bud Light Lime,5.00,2.50
139,Harbour,Scotch and Soda,6.00,3.00
139,Harbour,Brooklyn Brown Ale,7.00,3.50
139,Harbour,Yuengling,5.00,2.50
139,Harbour,Two Liquor Drinks,10.00,5.00
139,Harbour,Molson Ice,6.00,3.00
139,Harbour,Henry Weinhard's Amber Ale,8.00,4.00
139,Harbour,Heineken,10.00,5.00
139,Harbour,Moose Drool,6.00,3.00
139,Harbour,Exotic Drinks,9.00,4.50
139,Harbour,Bud Light ,9.00,4.50
139,Harbour,Molson Ice,9.00,4.50
139,Harbour,Adios,9.00,4.50
139,Harbour,Skol,7.00,3.50
139,Harbour,Brooklyn Brown Ale,8.00,4.00
139,Harbour,Bourbon + Berries,10.00,5.00
139,Harbour,Hot Shots,10.00,5.00
139,Harbour,Whiskey Sour,10.00,5.00
139,Harbour,Tusker,8.00,4.00
140,Doc's Club,Fog Cutter,8.00,6.40
140,Doc's Club,Abita Turbodog,6.00,4.80
140,Doc's Club,Margarita,8.00,6.40
140,Doc's Club,Hurricane,9.00,7.20
140,Doc's Club,Northwoords Lager,10.00,8.00
140,Doc's Club,Murree Beer,6.00,4.80
140,Doc's Club,Highball,7.00,5.60
140,Doc's Club,Old Style,10.00,8.00
140,Doc's Club,Budweiser,10.00,8.00
140,Doc's Club,Harp,5.00,4.00
140,Doc's Club,Desperados,6.00,4.80
140,Doc's Club,Boulevard Pale Ale,10.00,8.00
140,Doc's Club,Celis White,8.00,6.40
140,Doc's Club,Bass Ale,5.00,4.00
140,Doc's Club,Labatt Blue,5.00,4.00
140,Doc's Club,Punkin Ale,9.00,7.20
140,Doc's Club,Pilsner Urquell,10.00,8.00
141,Northside Cafe Inc,Sam Adams Light,10.00,5.00
141,Northside Cafe Inc,Blue Hawaiian ,10.00,5.00
141,Northside Cafe Inc,Murree Beer,8.00,4.00
141,Northside Cafe Inc,Gin Rickey,9.00,4.50
141,Northside Cafe Inc,Desperados,8.00,4.00
141,Northside Cafe Inc,Rusty Nail,8.00,4.00
141,Northside Cafe Inc,Screwdriver,7.00,3.50
141,Northside Cafe Inc,Red Stripe,10.00,5.00
141,Northside Cafe Inc,Hurricane,5.00,2.50
141,Northside Cafe Inc,Hot Shots,9.00,4.50
141,Northside Cafe Inc,Kingfisher,5.00,2.50
141,Northside Cafe Inc,Manger's Irish Cider,6.00,3.00
141,Northside Cafe Inc,Anchor Old Foghorn,10.00,5.00
141,Northside Cafe Inc,Bass Ale,8.00,4.00
141,Northside Cafe Inc,Bud Light Lime,5.00,2.50
141,Northside Cafe Inc,Gin and Tonic,9.00,4.50
141,Northside Cafe Inc,Beerlao,6.00,3.00
141,Northside Cafe Inc,B-52,7.00,3.50
141,Northside Cafe Inc,Bourbolicious Slush,10.00,5.00
141,Northside Cafe Inc,Anderson Valley Blood Orange,10.00,5.00
141,Northside Cafe Inc,Amstel Light,9.00,4.50
141,Northside Cafe Inc,Anderson Valley Blood Orange,8.00,4.00
141,Northside Cafe Inc,Hefeweizen,7.00,3.50
142,Dragonfly Club,Victoria Bitter,8.00,7.20
142,Dragonfly Club,Godmother,9.00,8.10
142,Dragonfly Club,Shipyard Pumpkinhead Ale,8.00,7.20
142,Dragonfly Club,Electric Lemonade,7.00,6.30
142,Dragonfly Club,Adios,6.00,5.40
142,Dragonfly Club,Dirty White Mother,10.00,9.00
142,Dragonfly Club,Irish Peach Sour,9.00,8.10
142,Dragonfly Club,Poppers/Slammers,5.00,4.50
142,Dragonfly Club,Amstel Light,8.00,7.20
142,Dragonfly Club,Screwdriver,9.00,8.10
142,Dragonfly Club,Whiskey and Water,9.00,8.10
142,Dragonfly Club,Whitetail Wheat,9.00,8.10
142,Dragonfly Club,Liquid Cocaine,5.00,4.50
142,Dragonfly Club,Labatt Blue,10.00,9.00
142,Dragonfly Club,Shipyard Pumpkinhead Ale,8.00,7.20
142,Dragonfly Club,Angry Orchird,8.00,7.20
142,Dragonfly Club,Molson Ice,10.00,9.00
142,Dragonfly Club,Coors light,9.00,8.10
142,Dragonfly Club,Margarita,9.00,8.10
142,Dragonfly Club,Godmother,8.00,7.20
142,Dragonfly Club,Short Sours,10.00,9.00
142,Dragonfly Club,Northwoords Lager,5.00,4.50
142,Dragonfly Club,Lost Abbey Inferno Ale,6.00,5.40
143,Rudy's Food & Spirits,Slow Screw,7.00,5.60
143,Rudy's Food & Spirits,Frozen Daiquiri Slush,6.00,4.80
143,Rudy's Food & Spirits,Harvey Wallbanger,5.00,4.00
143,Rudy's Food & Spirits,Sea Breeze,10.00,8.00
143,Rudy's Food & Spirits,Adios,9.00,7.20
143,Rudy's Food & Spirits,Bards Tale,5.00,4.00
143,Rudy's Food & Spirits,Colorado Bulldog,7.00,5.60
143,Rudy's Food & Spirits,Blue Hawaiian ,7.00,5.60
143,Rudy's Food & Spirits,Hot Shots,10.00,8.00
143,Rudy's Food & Spirits,Creamy Dark,7.00,5.60
143,Rudy's Food & Spirits,Whiskey Sour,7.00,5.60
143,Rudy's Food & Spirits,Sam Adams Light,10.00,8.00
143,Rudy's Food & Spirits,Heineken,9.00,7.20
143,Rudy's Food & Spirits,Dead Guy Ale,9.00,7.20
143,Rudy's Food & Spirits,Juice Type,6.00,4.80
143,Rudy's Food & Spirits,Green Zombie,9.00,7.20
143,Rudy's Food & Spirits,Harp,9.00,7.20
143,Rudy's Food & Spirits,Anderson Valley Blood Orange,6.00,4.80
143,Rudy's Food & Spirits,Brooklyn Brown Ale,9.00,7.20
143,Rudy's Food & Spirits,Lemon Drop,8.00,6.40
144,Marketing Strategy Planning,Shipyard Pumpkinhead Ale,10.00,7.00
144,Marketing Strategy Planning,Beck's Brewery,8.00,5.60
144,Marketing Strategy Planning,Southern Tier India Pale Ale,10.00,7.00
144,Marketing Strategy Planning,Allagash White,7.00,4.90
144,Marketing Strategy Planning,Rum Runner,8.00,5.60
144,Marketing Strategy Planning,Slow Screw,9.00,6.30
144,Marketing Strategy Planning,Singapore Sling,5.00,3.50
144,Marketing Strategy Planning,Fog Cutter,10.00,7.00
144,Marketing Strategy Planning,Miller Lite,8.00,5.60
144,Marketing Strategy Planning,Slow Screw,5.00,3.50
144,Marketing Strategy Planning,Molson Ice,9.00,6.30
144,Marketing Strategy Planning,Bacardi Cocktail,9.00,6.30
144,Marketing Strategy Planning,Manhattan,5.00,3.50
144,Marketing Strategy Planning,Hot Shots,7.00,4.90
144,Marketing Strategy Planning,Sierra Nevada Nooner Pilsner,7.00,4.90
144,Marketing Strategy Planning,Electric Lemonade,10.00,7.00
144,Marketing Strategy Planning,Special Export,9.00,6.30
144,Marketing Strategy Planning,Vodka Shot,10.00,7.00
144,Marketing Strategy Planning,Jolly Rancher,7.00,4.90
145,Zanzibar,Special Export,7.00,3.50
145,Zanzibar,Coors light,7.00,3.50
145,Zanzibar,Colorado Bulldog,6.00,3.00
145,Zanzibar,Short Sours,10.00,5.00
145,Zanzibar,Newcastle Brown Ale,8.00,4.00
145,Zanzibar,Greyhound,10.00,5.00
145,Zanzibar,Godmother,10.00,5.00
145,Zanzibar,Peroni,10.00,5.00
145,Zanzibar,Toasted Almond,7.00,3.50
145,Zanzibar,Tequila Sunrise,8.00,4.00
145,Zanzibar,Highball,6.00,3.00
145,Zanzibar,Labatt Blue,10.00,5.00
145,Zanzibar,Slow Screw,6.00,3.00
145,Zanzibar,Samual Smith's Porter,6.00,3.00
145,Zanzibar,Punkin Ale,9.00,4.50
145,Zanzibar,Modelo Especial,5.00,2.50
145,Zanzibar,Anheuser-Busch ,8.00,4.00
145,Zanzibar,Michelob Ultra Light,7.00,3.50
145,Zanzibar,Chi Chi,10.00,5.00
146,Spikes Bar & Grill,Zombie,5.00,2.50
146,Spikes Bar & Grill,Harp,7.00,3.50
146,Spikes Bar & Grill,Dead Guy Ale,8.00,4.00
146,Spikes Bar & Grill,Gin and Tonic,9.00,4.50
146,Spikes Bar & Grill,Beck's,6.00,3.00
146,Spikes Bar & Grill,FireBall Shot,7.00,3.50
146,Spikes Bar & Grill,Southern Tier Pumking,6.00,3.00
146,Spikes Bar & Grill,Goodse Island IPA,7.00,3.50
146,Spikes Bar & Grill,Gimlet,9.00,4.50
146,Spikes Bar & Grill,Irish Peach Sour,9.00,4.50
146,Spikes Bar & Grill,Weissiber,6.00,3.00
146,Spikes Bar & Grill,Punkin Ale,9.00,4.50
146,Spikes Bar & Grill,Corona,7.00,3.50
146,Spikes Bar & Grill,Tokyo Tea,10.00,5.00
146,Spikes Bar & Grill,Raspberry Cosmo,6.00,3.00
146,Spikes Bar & Grill,Goldstar,5.00,2.50
146,Spikes Bar & Grill,Red Lager,9.00,4.50
146,Spikes Bar & Grill,Fog Cutter,5.00,2.50
146,Spikes Bar & Grill,Samual Smith's Porter,8.00,4.00
146,Spikes Bar & Grill,Exotic Drinks,7.00,3.50
146,Spikes Bar & Grill,Beerlao,8.00,4.00
147,Champion Billiards Cafe,Adios,6.00,3.60
147,Champion Billiards Cafe,Snakebite,10.00,6.00
147,Champion Billiards Cafe,Tusker,10.00,6.00
147,Champion Billiards Cafe,Tequila Shot,6.00,3.60
147,Champion Billiards Cafe,Harp,7.00,4.20
147,Champion Billiards Cafe,Godfather,8.00,4.80
147,Champion Billiards Cafe,Modelo Especial,7.00,4.20
147,Champion Billiards Cafe,Bahama Mama,8.00,4.80
147,Champion Billiards Cafe,Tokyo Tea,9.00,5.40
147,Champion Billiards Cafe,Bourbon + Berries,7.00,4.20
147,Champion Billiards Cafe,Slow Screw,10.00,6.00
147,Champion Billiards Cafe,Whitetail Wheat,5.00,3.00
147,Champion Billiards Cafe,Two Liquor Drinks,9.00,5.40
147,Champion Billiards Cafe,Whiskey Sour,8.00,4.80
147,Champion Billiards Cafe,Cerveza Quilmes,5.00,3.00
147,Champion Billiards Cafe,Modelo Especial,5.00,3.00
147,Champion Billiards Cafe,Harp,7.00,4.20
147,Champion Billiards Cafe,Bloody Mary,8.00,4.80
147,Champion Billiards Cafe,Victoria Bitter,6.00,3.60
147,Champion Billiards Cafe,Chimay Premiere,5.00,3.00
147,Champion Billiards Cafe,Hofbrau,7.00,4.20
148,Kilroy's Sports Bar,Corona,7.00,6.30
148,Kilroy's Sports Bar,Beck's Brewery,10.00,9.00
148,Kilroy's Sports Bar,Gin Rickey,9.00,8.10
148,Kilroy's Sports Bar,Manger's Irish Cider,9.00,8.10
148,Kilroy's Sports Bar,Lynchburg Lemonade,6.00,5.40
148,Kilroy's Sports Bar,Sea Breeze,10.00,9.00
148,Kilroy's Sports Bar,Samual Smith's Porter,5.00,4.50
148,Kilroy's Sports Bar,Demented Scarlet Knight,5.00,4.50
148,Kilroy's Sports Bar,Special Export,5.00,4.50
148,Kilroy's Sports Bar,Lynchburg Lemonade,10.00,9.00
148,Kilroy's Sports Bar,Oskar Blues Dale's Pale Ale,9.00,8.10
148,Kilroy's Sports Bar,Bud Light ,8.00,7.20
148,Kilroy's Sports Bar,Manger's Irish Cider,10.00,9.00
148,Kilroy's Sports Bar,Toasted Almond,5.00,4.50
148,Kilroy's Sports Bar,Murree Beer,8.00,7.20
148,Kilroy's Sports Bar,Cuba Libre,5.00,4.50
148,Kilroy's Sports Bar,Amstel Light,7.00,6.30
148,Kilroy's Sports Bar,Angkor Beer,7.00,6.30
148,Kilroy's Sports Bar,Daiquiri,7.00,6.30
149,Big Chicks,Kamakazi Shot,5.00,3.00
149,Big Chicks,FireBall Shot,5.00,3.00
149,Big Chicks,Southern Tier Pumking,6.00,3.60
149,Big Chicks,Alaskan Pale,8.00,4.80
149,Big Chicks,Heineken,9.00,5.40
149,Big Chicks,Rum and Coke,7.00,4.20
149,Big Chicks,Manger's Irish Cider,7.00,4.20
149,Big Chicks,Green Zombie,5.00,3.00
149,Big Chicks,Depth Charge,6.00,3.60
149,Big Chicks,Snow Beer,10.00,6.00
149,Big Chicks,Victory Brewing Hop Devil,8.00,4.80
149,Big Chicks,Rolling Rock,5.00,3.00
149,Big Chicks,Dirty Mother,8.00,4.80
149,Big Chicks,Old Fashioned,10.00,6.00
149,Big Chicks,Daiquiri,8.00,4.80
149,Big Chicks,Slow Screw,5.00,3.00
149,Big Chicks,Bourbolicious Slush,10.00,6.00
149,Big Chicks,Desperados,9.00,5.40
149,Big Chicks,Fat Tire Ale,6.00,3.60
149,Big Chicks,Lost Abbey Inferno Ale,7.00,4.20
149,Big Chicks,Fog Cutter,5.00,3.00
149,Big Chicks,Southern Comfort Manhattan,6.00,3.60
149,Big Chicks,Green Zombie,5.00,3.00
150,Murray Hill Theatre,Zima,9.00,8.10
150,Murray Hill Theatre,Adios,6.00,5.40
150,Murray Hill Theatre,Allagash White,5.00,4.50
150,Murray Hill Theatre,Coors light,5.00,4.50
150,Murray Hill Theatre,Kamakazi Shot,10.00,9.00
150,Murray Hill Theatre,Depth Charge,6.00,5.40
150,Murray Hill Theatre,Daiquiri,8.00,7.20
150,Murray Hill Theatre,Godchild,9.00,8.10
150,Murray Hill Theatre,Old Fashioned,9.00,8.10
150,Murray Hill Theatre,Electric Lemonade,5.00,4.50
150,Murray Hill Theatre,Harvey Wallbanger,7.00,6.30
150,Murray Hill Theatre,Brahma Beer,9.00,8.10
150,Murray Hill Theatre,Original,6.00,5.40
150,Murray Hill Theatre,Punkin Ale,6.00,5.40
150,Murray Hill Theatre,Bintang Beer,8.00,7.20
150,Murray Hill Theatre,Rusty Nail,7.00,6.30
150,Murray Hill Theatre,St. George Lager,7.00,6.30
150,Murray Hill Theatre,Gibson,10.00,9.00
150,Murray Hill Theatre,Godmother,9.00,8.10
151,PINK FLAMINGO BAR & GRILL,Irish Peach Sour,7.00,4.20
151,PINK FLAMINGO BAR & GRILL,Bloody Mary,6.00,3.60
151,PINK FLAMINGO BAR & GRILL,Southern Tier India Pale Ale,10.00,6.00
151,PINK FLAMINGO BAR & GRILL,Brave Bull,9.00,5.40
151,PINK FLAMINGO BAR & GRILL,Asahi,10.00,6.00
151,PINK FLAMINGO BAR & GRILL,Long Island Iced Tea,5.00,3.00
151,PINK FLAMINGO BAR & GRILL,Rolling Rock,9.00,5.40
151,PINK FLAMINGO BAR & GRILL,Sake Bomb,9.00,5.40
151,PINK FLAMINGO BAR & GRILL,Cuba Libre,7.00,4.20
151,PINK FLAMINGO BAR & GRILL,Snakebite,9.00,5.40
151,PINK FLAMINGO BAR & GRILL,Whiskey Sour,8.00,4.80
151,PINK FLAMINGO BAR & GRILL,Beck's Brewery,6.00,3.60
151,PINK FLAMINGO BAR & GRILL,Jolly Rancher,8.00,4.80
151,PINK FLAMINGO BAR & GRILL,Manhattan,7.00,4.20
151,PINK FLAMINGO BAR & GRILL,Heineken,9.00,5.40
151,PINK FLAMINGO BAR & GRILL,Irish Peach Sour,7.00,4.20
151,PINK FLAMINGO BAR & GRILL,Rum Runner,5.00,3.00
151,PINK FLAMINGO BAR & GRILL,Snakebite,7.00,4.20
151,PINK FLAMINGO BAR & GRILL,Goodse Island IPA,10.00,6.00
151,PINK FLAMINGO BAR & GRILL,Mai Tai,6.00,3.60
151,PINK FLAMINGO BAR & GRILL,Goldstar,5.00,3.00
151,PINK FLAMINGO BAR & GRILL,Salty Dog,6.00,3.60
152,Beerland,Sixpoint Sweet Aciton,6.00,5.40
152,Beerland,Shipyard Pumpkinhead Ale,9.00,8.10
152,Beerland,Slow Screw,7.00,6.30
152,Beerland,Adios,8.00,7.20
152,Beerland,Vodka Shot,7.00,6.30
152,Beerland,Shipyard Pumpkinhead Ale,8.00,7.20
152,Beerland,Snow Beer,9.00,8.10
152,Beerland,FireBall Shot,7.00,6.30
152,Beerland,Kamakazi Shot,7.00,6.30
152,Beerland,Lemonade,10.00,9.00
152,Beerland,Labatt Blue,10.00,9.00
152,Beerland,Red Lager,10.00,9.00
152,Beerland,Goldstar,10.00,9.00
152,Beerland,Mind Eraser,8.00,7.20
152,Beerland,Dreamsickle,6.00,5.40
152,Beerland,Lost Abbey Inferno Ale,7.00,6.30
152,Beerland,Southern Comfort Manhattan,9.00,8.10
152,Beerland,Old Fashioned,7.00,6.30
152,Beerland,Singapore Sling,5.00,4.50
152,Beerland,Exotic Drinks,7.00,6.30
152,Beerland,Maharaja,9.00,8.10
152,Beerland,Old Style,9.00,8.10
153,Chappy's Safari Lounge,Bintang Beer,8.00,4.00
153,Chappy's Safari Lounge,Lost Abbey Inferno Ale,8.00,4.00
153,Chappy's Safari Lounge,Asahi,6.00,3.00
153,Chappy's Safari Lounge,Dirty Mother,9.00,4.50
153,Chappy's Safari Lounge,Dogfish Head,6.00,3.00
153,Chappy's Safari Lounge,Northwoords Lager,10.00,5.00
153,Chappy's Safari Lounge,Dogfish Head,10.00,5.00
153,Chappy's Safari Lounge,Exotic Drinks,5.00,2.50
153,Chappy's Safari Lounge,Oskar Blues Dale's Pale Ale,6.00,3.00
153,Chappy's Safari Lounge,Raspberry Cosmo,10.00,5.00
153,Chappy's Safari Lounge,Jager Shot,7.00,3.50
153,Chappy's Safari Lounge,Heineken,6.00,3.00
153,Chappy's Safari Lounge,Brahma Beer,7.00,3.50
153,Chappy's Safari Lounge,Whitetail Wheat,7.00,3.50
153,Chappy's Safari Lounge,Zima,6.00,3.00
153,Chappy's Safari Lounge,Victory Brewing Hop Devil,5.00,2.50
153,Chappy's Safari Lounge,Stinger,8.00,4.00
154,National Coalition For Church Vocations,Brahma Beer,10.00,8.00
